gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,No,32,Yes,No,DSL,One year,Yes,Credit card (automatic),51.92,1751.76,No
Female,0,Yes,No,55,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),54.02,2985.92,Yes
Female,0,No,No,35,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),49.5,1732.5,Yes
Female,0,Yes,Yes,53,Yes,Yes,DSL,Two year,Yes,Mailed check,117.83,6244.99,No
Male,0,No,No,18,Yes,No phone service,DSL,Month-to-month,No,Bank transfer (automatic),113.14,2050.8,No
Male,0,Yes,No,42,Yes,No,Fiber optic,Two year,No,Credit card (automatic),76.6,3217.2,No
Female,0,No,No,11,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),118.07,1366.26,Yes
Female,0,No,No,10,Yes,No,DSL,Month-to-month,No,Electronic check,119.1,1195.95,Yes
Female,1,Yes,Yes,69,Yes,Yes,No,One year,No,Electronic check,54.31,3780.58,No
Female,1,No,No,11,Yes,No,Fiber optic,Two year,Yes,Electronic check,63.41,701.68,No
Male,0,No,No,40,Yes,No,Fiber optic,Month-to-month,No,Electronic check,115.82,4632.8,Yes
Female,0,Yes,No,24,Yes,Yes,DSL,Two year,Yes,Mailed check,80.08,1966.57,No
Male,0,No,Yes,2,Yes,No,Fiber optic,Month-to-month,No,Electronic check,39.72,125.14,No
Female,0,Yes,No,2,Yes,No,DSL,Two year,Yes,Electronic check,88.32,176.64,Yes
Male,0,No,No,27,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,38.99,1052.73,No
Female,1,Yes,Yes,22,Yes,No phone service,No,Two year,No,Electronic check,52.61,1259.91,No
Female,0,No,No,47,Yes,No phone service,Fiber optic,Month-to-month,Yes,Mailed check,41.21,1936.87,No
Female,1,No,No,66,Yes,No,Fiber optic,Two year,No,Electronic check,42.99,2860.04,No
Female,0,No,No,41,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),18.47,819.63,No
Male,0,No,No,39,Yes,Yes,No,Month-to-month,No,Credit card (automatic),107.83,4205.37,No
Female,0,Yes,Yes,5,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),48.19,240.95,No
Male,1,Yes,No,19,Yes,Yes,DSL,Month-to-month,Yes,Mailed check,26.81,509.39,No
Male,0,Yes,No,10,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,26.87,273.92,Yes
Male,0,Yes,No,26,Yes,No,DSL,Two year,No,Mailed check,74.71,1961.7,No
Male,0,Yes,No,20,Yes,Yes,No,Month-to-month,No,Credit card (automatic),119.28,2417.77,Yes
Female,0,Yes,No,12,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,32.79,472.17,No
Male,0,Yes,Yes,34,Yes,No,Fiber optic,Month-to-month,No,Mailed check,28.16,960.62,Yes
Male,0,No,No,46,Yes,Yes,DSL,Two year,No,Electronic check,62.71,2884.66,No
Male,0,No,No,27,No,Yes,Fiber optic,Month-to-month,No,Mailed check,75.46,2037.42,Yes
Female,0,No,No,20,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),48.03,960.6,No
Female,0,No,No,17,Yes,Yes,DSL,One year,Yes,Bank transfer (automatic),48.86,841.0,No
Female,0,Yes,No,30,Yes,No,Fiber optic,Two year,Yes,Bank transfer (automatic),61.3,1956.5,No
Female,0,Yes,No,59,Yes,No,No,Two year,Yes,Credit card (automatic),50.04,2952.36,No
Male,0,Yes,Yes,36,Yes,No,Fiber optic,Two year,Yes,Electronic check,111.36,4077.66,Yes
Male,0,No,No,20,Yes,No,Fiber optic,One year,Yes,Mailed check,22.28,445.6,No
Female,0,Yes,No,13,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),41.93,545.09,Yes
Male,1,No,No,59,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),100.47,5927.73,Yes
Male,0,Yes,No,22,No,Yes,DSL,One year,No,Electronic check,103.06,2267.32,No
Male,0,Yes,No,28,Yes,No,DSL,Two year,No,Bank transfer (automatic),29.38,822.64,No
Female,0,Yes,No,46,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),117.32,5417.0,No
Female,0,Yes,No,29,No,No,No,Month-to-month,Yes,Mailed check,88.72,2572.88,Yes
Male,0,No,No,37,No,Yes,DSL,Month-to-month,Yes,Credit card (automatic),45.8,1734.13,No
Female,0,No,No,26,No,Yes,DSL,One year,Yes,Electronic check,64.52,1729.88,No
Female,0,Yes,No,14,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),48.31,676.34,Yes
Female,0,No,No,58,No,Yes,No,One year,Yes,Mailed check,33.3,1977.31,No
Female,0,Yes,No,2,Yes,No,DSL,One year,Yes,Electronic check,47.7,95.4,Yes
Female,0,Yes,No,9,Yes,No,No,Month-to-month,No,Credit card (automatic),77.17,694.53,Yes
Male,0,Yes,No,16,Yes,No,DSL,Two year,No,Bank transfer (automatic),102.25,1677.64,Yes
Female,0,Yes,No,10,Yes,No phone service,No,One year,Yes,Bank transfer (automatic),55.08,550.8,Yes
Male,0,No,Yes,47,Yes,No phone service,Fiber optic,Month-to-month,Yes,Electronic check,53.49,2624.21,No
Male,0,Yes,Yes,4,No,No,Fiber optic,Month-to-month,No,Mailed check,65.74,262.96,Yes
Female,1,Yes,No,68,Yes,No,Fiber optic,Two year,Yes,Electronic check,83.74,5694.32,Yes
Male,0,No,No,63,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),94.66,6047.91,No
Male,0,Yes,No,13,Yes,No phone service,DSL,Month-to-month,Yes,Bank transfer (automatic),51.33,700.08,Yes
Male,0,No,No,49,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),77.81,3890.13,No
Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,Month-to-month,Yes,Mailed check,57.71,1442.75,No
Female,0,Yes,No,71,Yes,No,No,Month-to-month,No,Bank transfer (automatic),91.07,6484.19,No
Male,0,Yes,No,68,Yes,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),34.8,2366.4,No
Female,0,Yes,No,6,Yes,No,Fiber optic,One year,Yes,Electronic check,44.21,265.26,Yes
Female,0,Yes,No,15,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),61.46,959.02,No
Female,0,Yes,Yes,54,Yes,Yes,DSL,One year,No,Credit card (automatic),108.72,5870.88,No
Female,0,No,Yes,55,Yes,Yes,No,Month-to-month,Yes,Electronic check,76.48,4206.4,Yes
Male,0,Yes,No,3,Yes,No phone service,No,Month-to-month,Yes,Bank transfer (automatic),116.47,349.41,Yes
Male,1,No,No,47,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,28.53,1350.05,No
Female,0,No,No,16,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,64.94,1042.25,No
Female,0,Yes,Yes,35,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),60.75,2126.25,No
Male,1,No,Yes,69,Yes,No,No,One year,Yes,Electronic check,79.22,5466.18,No
Male,0,Yes,No,37,Yes,No,Fiber optic,Two year,No,Electronic check,100.82,3768.64,Yes
Female,0,No,No,61,Yes,Yes,Fiber optic,One year,No,Mailed check,103.83,6333.63,No
Male,0,Yes,No,47,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),86.36,4090.47,No
Female,0,No,Yes,9,Yes,Yes,Fiber optic,One year,Yes,Mailed check,83.44,774.22,Yes
Female,0,No,No,35,No,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),114.8,4018.0,No
Male,0,Yes,Yes,28,Yes,No phone service,DSL,Month-to-month,No,Electronic check,57.14,1599.92,Yes
Male,0,No,Yes,3,Yes,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),102.94,338.25,Yes
Female,1,Yes,No,43,Yes,No,Fiber optic,Month-to-month,No,Electronic check,111.99,4815.57,Yes
Female,0,Yes,Yes,55,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),68.14,3826.37,Yes
Male,0,Yes,Yes,41,Yes,Yes,DSL,Month-to-month,No,Electronic check,92.37,3893.07,No
Female,0,Yes,No,12,No,No,Fiber optic,Two year,No,Bank transfer (automatic),56.46,698.86,No
Male,0,Yes,No,45,Yes,Yes,Fiber optic,Two year,No,Bank transfer (automatic),34.21,1539.45,No
Female,0,No,No,32,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),77.82,2490.24,No
Male,1,No,No,20,Yes,Yes,Fiber optic,One year,Yes,Electronic check,38.04,760.8,Yes
Male,0,No,Yes,56,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),64.68,3622.08,No
Male,0,Yes,Yes,68,Yes,No,Fiber optic,Two year,Yes,Electronic check,107.03,7278.04,No
Female,0,No,No,69,Yes,No,DSL,One year,No,Mailed check,26.77,1847.13,No
Female,1,No,No,66,No,No,No,Two year,Yes,Bank transfer (automatic),21.1,1412.19,No
Male,0,No,No,47,Yes,No,DSL,Month-to-month,No,Credit card (automatic),79.86,3759.99,Yes
Female,0,No,Yes,32,No,Yes,No,Month-to-month,Yes,Credit card (automatic),51.77,1695.95,No
Male,0,No,No,35,No,No,DSL,Two year,No,Electronic check,60.63,2122.05,No
Male,1,Yes,Yes,32,Yes,No,DSL,Month-to-month,Yes,Credit card (automatic),59.38,1930.29,No
Female,1,Yes,No,30,Yes,No,Fiber optic,Two year,Yes,Electronic check,26.84,805.6,No
Female,1,No,No,20,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,18.36,397.02,Yes
Male,0,Yes,No,26,Yes,Yes,Fiber optic,Two year,No,Credit card (automatic),109.64,2850.64,Yes
Female,0,Yes,No,71,Yes,No,No,Month-to-month,Yes,Credit card (automatic),40.22,2944.52,No
Female,0,No,No,61,Yes,No,No,One year,Yes,Mailed check,61.46,3749.06,No
Male,1,No,No,25,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,117.14,2959.78,Yes
Male,0,Yes,No,65,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),102.33,6694.27,No
Female,0,No,Yes,11,Yes,No,DSL,Month-to-month,Yes,Mailed check,29.01,319.11,No
Male,0,Yes,No,21,Yes,No phone service,DSL,Two year,No,Mailed check,69.87,1558.52,No
Male,0,Yes,Yes,16,Yes,No,Fiber optic,One year,Yes,Electronic check,92.47,1480.64,No
Female,0,No,No,6,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),89.24,535.44,Yes
Male,1,Yes,No,67,Yes,Yes,Fiber optic,Two year,No,Credit card (automatic),95.61,6424.43,No
Male,1,Yes,No,36,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),64.66,2372.14,No
Female,0,Yes,No,37,Yes,No,DSL,Month-to-month,No,Credit card (automatic),35.94,1336.39,Yes
Female,0,No,Yes,10,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),65.42,659.23,No
Male,0,No,No,0,No,Yes,DSL,Two year,No,Credit card (automatic),84.08,41.89,Yes
Male,0,No,No,24,Yes,No,Fiber optic,Month-to-month,No,Credit card (automatic),80.08,1970.36,Yes
Female,0,No,No,41,Yes,No,No,Month-to-month,No,Mailed check,25.19,1049.62,No
Female,0,Yes,No,51,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,24.63,1256.13,No
Female,0,No,No,23,Yes,Yes,DSL,Two year,Yes,Mailed check,116.46,2678.58,Yes
Female,1,No,No,52,Yes,No phone service,Fiber optic,Month-to-month,No,Credit card (automatic),33.48,1795.19,Yes
Male,0,No,Yes,55,Yes,Yes,DSL,Two year,No,Electronic check,48.04,2642.2,No
Female,0,No,Yes,62,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),96.3,5970.6,No
Female,0,Yes,No,7,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,59.79,440.53,Yes
Male,0,Yes,No,58,Yes,No,Fiber optic,Two year,Yes,Mailed check,36.51,2133.38,No
Female,0,Yes,No,44,Yes,No,No,Month-to-month,No,Electronic check,65.66,2889.04,No
Male,0,No,No,26,Yes,No,Fiber optic,One year,Yes,Mailed check,76.03,2013.96,No
Female,0,No,No,51,No,No,DSL,Month-to-month,Yes,Credit card (automatic),64.18,3273.18,No
Female,1,Yes,No,17,Yes,No phone service,DSL,One year,Yes,Electronic check,111.73,1899.41,No
Female,0,No,Yes,15,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),47.04,780.73,No
Male,0,No,Yes,65,No,Yes,DSL,Two year,Yes,Bank transfer (automatic),85.46,5554.9,No
Male,0,Yes,No,4,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,29.45,117.8,Yes
Female,0,Yes,No,2,No,No,Fiber optic,Month-to-month,Yes,Mailed check,58.01,116.02,No
Male,0,No,No,69,Yes,No,Fiber optic,Month-to-month,No,Mailed check,93.58,6457.02,Yes
Male,0,No,No,6,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,40.93,245.58,No
Male,0,No,Yes,49,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.16,3829.84,No
Male,1,Yes,No,13,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),33.65,437.45,Yes
Male,0,Yes,Yes,37,Yes,Yes,No,Month-to-month,No,Mailed check,28.48,1089.45,No
Male,0,Yes,No,46,Yes,No,Fiber optic,Two year,No,Electronic check,71.37,3283.02,No
Female,0,Yes,No,32,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,86.85,2780.33,No
Female,0,No,No,42,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),29.56,1253.22,No
Male,0,Yes,No,28,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,111.61,3157.52,No
Female,0,Yes,Yes,56,Yes,Yes,No,Month-to-month,No,Electronic check,41.03,2309.05,Yes
Female,0,No,No,4,No,Yes,DSL,One year,Yes,Mailed check,30.24,120.96,No
Female,0,No,No,59,Yes,Yes,Fiber optic,Two year,No,Electronic check,38.68,2282.12,No
Female,0,No,No,69,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.3,2435.7,No
Male,0,Yes,No,1,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,27.25,27.25,Yes
Female,0,No,No,69,No,Yes,DSL,Month-to-month,Yes,Mailed check,99.38,6879.0,No
Female,0,No,No,42,No,Yes,Fiber optic,One year,Yes,Mailed check,68.54,2878.68,No
Male,0,Yes,Yes,3,Yes,Yes,No,Month-to-month,No,Credit card (automatic),57.63,180.33,Yes
Male,0,Yes,No,55,Yes,No phone service,No,Two year,Yes,Bank transfer (automatic),114.96,6322.8,No
Female,0,No,Yes,58,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,55.84,3238.72,No
Female,0,Yes,No,8,Yes,No,DSL,Month-to-month,No,Bank transfer (automatic),35.03,280.24,Yes
Female,1,No,No,2,Yes,No,No,Month-to-month,Yes,Mailed check,45.95,91.9,Yes
Female,0,No,No,47,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),42.37,1991.39,No
Female,0,Yes,No,42,Yes,No,No,One year,No,Electronic check,68.87,2941.98,No
Female,0,No,No,0,Yes,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),47.73,67.25,Yes
Male,0,Yes,Yes,56,Yes,No,DSL,Two year,Yes,Electronic check,70.64,3994.99,No
Female,1,Yes,No,52,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),86.27,4503.49,No
Female,1,Yes,No,15,Yes,No,DSL,One year,Yes,Credit card (automatic),97.28,1462.26,Yes
Male,0,No,No,50,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),90.44,4522.0,No
Male,0,Yes,Yes,54,No,No,No,Month-to-month,No,Mailed check,38.97,2145.76,No
Male,0,Yes,No,0,Yes,Yes,Fiber optic,Two year,Yes,Mailed check,29.82,68.54,No
Male,1,No,No,27,Yes,No,No,Two year,Yes,Mailed check,73.33,1979.91,Yes
Female,0,No,No,52,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,38.29,1991.08,No
Female,0,No,No,57,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),26.66,1519.62,No
Female,0,No,No,72,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.76,5166.72,No
Female,0,Yes,No,59,Yes,Yes,Fiber optic,One year,No,Bank transfer (automatic),51.33,3028.47,No
Female,0,Yes,No,58,Yes,No,Fiber optic,Month-to-month,No,Mailed check,95.13,5517.54,No
Female,0,Yes,Yes,21,Yes,No phone service,Fiber optic,Two year,Yes,Electronic check,50.05,1072.68,Yes
Male,0,No,Yes,7,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),117.83,841.07,Yes
Female,0,No,No,48,Yes,No phone service,DSL,Month-to-month,Yes,Electronic check,95.37,4590.29,Yes
Male,0,Yes,Yes,41,Yes,No,No,Month-to-month,Yes,Mailed check,23.88,979.08,No
Male,0,No,No,26,Yes,No,No,Month-to-month,No,Bank transfer (automatic),69.91,1820.06,No
Female,0,No,No,38,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.39,2895.48,No
Male,0,Yes,Yes,24,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),88.92,2134.08,No
Female,0,Yes,No,37,Yes,No,Fiber optic,Two year,Yes,Electronic check,68.78,2601.63,No
Male,0,No,No,23,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,67.31,1548.13,No
Female,0,No,No,23,Yes,No,Fiber optic,One year,Yes,Credit card (automatic),55.53,1297.05,No
Male,0,No,No,59,Yes,Yes,No,One year,Yes,Credit card (automatic),45.69,2695.71,No
Female,0,Yes,No,49,Yes,Yes,Fiber optic,Two year,No,Mailed check,114.51,5640.3,No
Female,0,Yes,No,65,Yes,No,DSL,Two year,Yes,Bank transfer (automatic),50.39,3314.69,No
Female,0,Yes,No,13,Yes,No,No,Two year,Yes,Credit card (automatic),24.47,318.11,No
Female,0,Yes,No,52,Yes,No,Fiber optic,One year,Yes,Bank transfer (automatic),35.06,1823.12,No
Female,0,Yes,Yes,31,Yes,Yes,No,Month-to-month,Yes,Mailed check,105.44,3268.64,No
Male,0,No,Yes,47,No,No,DSL,One year,Yes,Electronic check,77.84,3658.48,No
Male,0,No,No,38,Yes,Yes,DSL,Two year,Yes,Bank transfer (automatic),97.44,3732.66,No
Male,0,No,Yes,39,Yes,No,No,Month-to-month,Yes,Electronic check,100.5,3919.5,Yes
Female,0,Yes,Yes,41,Yes,No,DSL,Month-to-month,Yes,Electronic check,101.97,4216.69,Yes
Male,0,Yes,No,7,Yes,No,No,Month-to-month,Yes,Mailed check,74.16,519.12,No
Female,0,Yes,Yes,25,Yes,Yes,No,One year,Yes,Mailed check,36.07,901.75,No
Female,0,No,No,11,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,33.12,364.32,Yes
Male,0,Yes,No,42,Yes,No,DSL,One year,Yes,Electronic check,76.55,3228.88,No
Male,0,Yes,No,50,Yes,No,Fiber optic,One year,No,Credit card (automatic),55.38,2769.0,Yes
Female,0,No,No,62,Yes,Yes,No,Two year,Yes,Credit card (automatic),74.92,4645.04,No
Male,0,Yes,Yes,48,Yes,No,Fiber optic,One year,Yes,Mailed check,68.84,3304.32,No
Female,0,No,No,26,Yes,Yes,Fiber optic,Two year,No,Bank transfer (automatic),79.42,2083.0,No
Female,0,Yes,No,8,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,21.28,172.76,No
Female,0,Yes,No,38,No,Yes,DSL,Month-to-month,No,Bank transfer (automatic),21.35,811.3,No
Female,0,No,No,64,Yes,Yes,No,Month-to-month,No,Electronic check,91.6,5862.4,Yes
Female,0,No,No,70,Yes,Yes,No,Month-to-month,No,Mailed check,37.7,2639.0,No
Male,1,No,No,70,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),84.52,5916.4,No
Male,1,No,Yes,6,No,Yes,Fiber optic,One year,Yes,Mailed check,73.75,442.5,Yes
Female,0,No,No,71,Yes,No,Fiber optic,One year,No,Electronic check,118.14,8387.94,No
Female,0,No,No,66,Yes,Yes,DSL,One year,Yes,Mailed check,103.21,6852.74,No
Male,0,Yes,Yes,9,No,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),60.14,541.26,No
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),80.87,5660.9,No
Female,0,No,Yes,52,Yes,No phone service,No,One year,Yes,Mailed check,29.96,1557.92,No
Male,0,Yes,No,56,Yes,No phone service,No,Month-to-month,No,Bank transfer (automatic),57.41,3214.96,No
Female,0,No,No,26,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.86,2414.36,Yes
Male,0,Yes,Yes,53,Yes,No,No,Month-to-month,Yes,Mailed check,81.51,4320.03,No
Female,0,No,No,3,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.42,202.26,No
Male,0,Yes,Yes,22,Yes,No phone service,DSL,Month-to-month,No,Bank transfer (automatic),36.01,803.0,No
Female,0,Yes,No,47,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.92,4696.24,No
Male,0,Yes,Yes,41,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),45.86,1930.37,Yes
Male,0,Yes,No,2,Yes,Yes,Fiber optic,One year,Yes,Electronic check,101.69,203.38,Yes
Female,0,Yes,No,2,Yes,Yes,DSL,Month-to-month,No,Mailed check,80.38,209.73,No
Male,0,No,No,27,Yes,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),56.02,1525.72,Yes
Female,0,No,No,62,Yes,No,DSL,Two year,No,Bank transfer (automatic),22.14,1372.68,No
Male,0,No,No,30,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),41.71,1251.3,No
Female,0,Yes,No,9,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,108.69,1031.46,No
Male,0,No,No,48,Yes,Yes,No,Two year,Yes,Electronic check,101.43,4868.64,No
Female,1,Yes,No,20,Yes,Yes,No,Month-to-month,No,Credit card (automatic),76.64,1532.8,Yes
Male,0,Yes,No,52,Yes,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),65.56,3409.12,No
Female,0,Yes,Yes,53,Yes,No,Fiber optic,Two year,Yes,Credit card (automatic),84.01,4519.65,No
Male,1,No,No,56,Yes,Yes,DSL,Two year,No,Bank transfer (automatic),65.56,3671.36,No
Female,1,Yes,Yes,19,Yes,No,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),83.72,1590.68,No
Female,0,No,No,48,Yes,Yes,DSL,One year,No,Electronic check,49.36,2369.28,Yes
Female,0,No,No,6,Yes,Yes,No,One year,Yes,Credit card (automatic),103.53,677.41,No
Male,0,Yes,No,28,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,89.6,2508.8,Yes
Female,0,Yes,Yes,47,Yes,No,DSL,Month-to-month,Yes,Mailed check,51.66,2428.02,No
Male,0,No,Yes,12,Yes,Yes,Fiber optic,Month-to-month,Yes,Electronic check,102.73,1269.27,Yes
Female,0,No,No,2,Yes,No,Fiber optic,Two year,No,Bank transfer (automatic),67.71,135.42,Yes
Male,0,No,No,1,Yes,No,Fiber optic,Month-to-month,No,Credit card (automatic),35.81,35.81,No
Female,0,No,No,15,Yes,Yes,DSL,Two year,Yes,Mailed check,25.93,388.95,No
Male,0,No,No,5,Yes,No,No,Month-to-month,No,Mailed check,89.36,457.91,No
Male,0,No,No,44,Yes,No,DSL,Month-to-month,Yes,Mailed check,106.24,4693.9,No
Female,0,Yes,No,70,Yes,Yes,DSL,One year,Yes,Mailed check,100.36,7042.4,No
Male,0,No,Yes,4,Yes,No,DSL,One year,No,Credit card (automatic),84.88,339.52,No
Male,0,No,No,55,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),32.42,1825.44,No
Female,0,No,Yes,70,No,Yes,DSL,Month-to-month,Yes,Mailed check,27.59,1965.48,No
Male,0,No,No,31,Yes,No,DSL,One year,No,Bank transfer (automatic),53.19,1670.52,No
Male,0,Yes,Yes,48,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,105.2,5049.6,Yes
Male,1,Yes,No,12,Yes,No,Fiber optic,Month-to-month,No,Bank transfer (automatic),116.1,1393.2,No
Female,0,No,Yes,29,Yes,Yes,DSL,One year,No,Mailed check,42.62,1250.06,No
Male,0,No,Yes,24,Yes,Yes,DSL,Month-to-month,Yes,Electronic check,95.73,2324.83,Yes
Female,0,No,No,59,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,76.53,4515.27,No
Male,0,Yes,Yes,58,Yes,Yes,DSL,Month-to-month,No,Electronic check,21.24,1317.8,No
Male,0,Yes,Yes,27,Yes,No,Fiber optic,Two year,No,Mailed check,73.38,1981.26,No
Male,1,Yes,No,57,Yes,No,DSL,Month-to-month,Yes,Bank transfer (automatic),100.21,5757.83,No
Female,0,Yes,Yes,19,Yes,No phone service,DSL,One year,Yes,Credit card (automatic),46.16,877.04,No
Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),109.53,3623.26,No
Male,0,Yes,No,4,No,Yes,DSL,Month-to-month,Yes,Mailed check,42.1,168.4,Yes
Female,0,No,No,59,Yes,No,DSL,Month-to-month,Yes,Mailed check,25.8,1528.26,No
Male,0,Yes,No,42,Yes,No,Fiber optic,Month-to-month,Yes,Electronic check,34.31,1462.64,No
Female,0,Yes,No,56,Yes,No,No,Two year,Yes,Bank transfer (automatic),103.37,5813.12,No
Female,0,No,No,56,Yes,Yes,Fiber optic,Month-to-month,No,Mailed check,60.57,3391.92,Yes
Male,0,Yes,Yes,53,Yes,No,No,One year,No,Mailed check,99.29,5262.37,No
Female,0,No,No,44,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.19,3190.98,No
Male,1,Yes,No,36,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),67.02,2412.72,No
Female,0,No,No,47,Yes,No,Fiber optic,Month-to-month,No,Electronic check,100.31,4714.57,No
Female,0,No,No,53,No,No,Fiber optic,Two year,No,Electronic check,61.2,3243.6,No
Male,0,No,Yes,47,Yes,Yes,Fiber optic,Two year,Yes,Electronic check,99.81,4691.07,No
Female,0,No,No,5,No,Yes,DSL,Two year,No,Bank transfer (automatic),28.27,141.35,No
Female,1,No,No,33,Yes,No,Fiber optic,Month-to-month,Yes,Mailed check,82.9,2786.95,Yes
Female,0,Yes,No,62,No,No,No,Two year,Yes,Mailed check,89.66,5558.92,No
Female,0,Yes,Yes,47,Yes,No,Fiber optic,Month-to-month,Yes,Credit card (automatic),109.71,5156.37,Yes
Female,1,No,Yes,22,Yes,Yes,Fiber optic,One year,No,Credit card (automatic),40.88,920.86,No
